1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.76892920,362.03062208,0.00000000,0.99432468
1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.50860233,348.18076163,0.00000000,0.99379540
1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.49711814,348.25388719,0.00000000,0.99392750
1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.48696659,348.00458127,0.00000000,0.99368417
1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.48436396,348.09951388,0.00000000,0.99361240
1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.48436396,347.89593747,0.00000000,0.99361240
1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.48436396,347.55617865,0.00000000,0.99361240
1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.46188683,346.86637764,0.00000000,0.99361240
1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.47084998,347.55392991,0.00000000,0.99352013
1,1,3,0.4000,10000,3072,3072.d,128,0.0088,7200.0000,60,4,4,5,5,0.1,10,10,x,1.47084998,347.55392991,0.00000000,0.99352013
1,1,3,0.4000,10000,3072,3072.d,128,0.0177,7200.0000,60,4,4,5,5,0.1,10,10,x,1.34064847,340.85062409,0.00000000,0.99679723
1,1,3,0.4000,10000,3072,3072.d,128,0.0177,7200.0000,60,4,4,5,5,0.1,10,10,x,1.26852940,336.91440067,0.00000000,0.99686808
1,1,3,0.4000,10000,3072,3072.d,128,0.0177,7200.0000,60,4,4,5,5,0.1,10,10,x,1.24983346,336.21945130,0.00000000,0.99687540
1,1,3,0.4000,10000,3072,3072.d,128,0.0177,7200.0000,60,4,4,5,5,0.1,10,10,x,1.24239275,336.01420931,0.00000000,0.99687540
1,1,3,0.4000,10000,3072,3072.d,128,0.0177,7200.0000,60,4,4,5,5,0.1,10,10,x,1.24239275,336.01420931,0.00000000,0.99687540
1,1,3,0.4000,10000,3072,3072.d,128,0.0177,7200.0000,60,4,4,5,5,0.1,10,10,x,1.24900794,336.36876197,0.00000000,0.99683008
1,1,3,0.4000,10000,3072,3072.d,128,0.0177,7200.0000,60,4,4,5,5,0.1,10,10,x,1.23792081,335.52203812,0.00000000,0.99678691
1,1,3,0.4000,10000,3072,3072.d,128,0.0177,7200.0000,60,4,4,5,5,0.1,10,10,x,1.23792081,335.52684177,0.00000000,0.99678691
